video_number,frame_width_cm,segment_start_cm,idx,r_local_cm,r_global_cm,x_center_px,y_center_px,valid,alpha_control,S_peak,S_pos_area,S_signed_area,S_mean_pos,S_mean_signed,persistence_duration_sec,last_positive_lag_sec,first_positive_lag_sec,mean_delayed_ac,mean_positive_ac,persistence_threshold,min_lag_sec,max_lag_sec
1,nan,nan,0,10.000000,10.000000,1920.000000,1080.000000,1,nan,0.49360169,0.10704420,0.05551068,0.05531238,0.02868374,0.26693333,0.33366667,0.10010000,0.02868374,0.05531238,0.10000000,0.10010000,2.00200000
