center_label,radial_vector_count,left_total,right_total,left_right_balance_min_over_max,upper_total,middle_total,lower_total,upper_lower_balance_min_over_max,sector_entropy_normalized,sector_cv,sector_max_min_ratio,empty_sector_count,valid_sector_count_min_vectors,near_ring_min_px,near_ring_max_px,near_ring_count,near_ring_fraction,radial_shell_entropy_normalized,radial_shell_coverage_fraction,radial_shell_nonzero_fraction,angular_bins,min_vectors_per_angular_bin,angular_entropy_normalized,angular_coverage_fraction,angular_nonzero_fraction,angular_cv,sphere_centered_radial_organization_index,sector_left_upper,sector_left_middle,sector_left_lower,sector_right_upper,sector_right_middle,sector_right_lower,ring_r_28_40,ring_r_40_80,ring_r_80_120,ring_r_120_160,ring_r_160_220,ring_r_220_inf,angular_a_0_30,angular_a_30_60,angular_a_60_90,angular_a_90_120,angular_a_120_150,angular_a_150_180,angular_a_180_210,angular_a_210_240,angular_a_240_270,angular_a_270_300,angular_a_300_330,angular_a_330_360
sphere_or_virtual_center,78,6,72,0.08333333333333333,11,35,32,0.34375,0.7096293328266848,1.0049188688341244,32.0,0,3,28,120,32,0.41025641025641024,0.786927981086562,0.6666666666666666,1.0,12,3,0.6127007359433103,0.3333333333333333,0.75,1.5858098560067926,0.34199948659901036,1,3,2,10,32,30,1,8,23,17,27,1,36,15,1,1,2,0,2,1,0,0,5,15
