video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold
1,10.00000000,10.00000000,0.00000000,1.0000000000,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.03336667,0.8247124288,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.06673333,0.7399654760,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.10010000,0.6499652969,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.13346667,0.5787911852,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.16683333,0.5209609554,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.20020000,0.4737806345,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.23356667,0.4259282672,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.26693333,0.4164030009,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.30030000,0.3861654384,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.33366667,0.3705115936,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.36703333,0.3444443361,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.40040000,0.3095928225,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.43376667,0.2821950042,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.46713333,0.2661542699,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.50050000,0.2699305621,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.53386667,0.2541853755,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.56723333,0.2478969353,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.60060000,0.2374442480,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.63396667,0.2356734413,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.66733333,0.2268870624,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.70070000,0.1899317634,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.73406667,0.1827786534,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.76743333,0.1810036810,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.80080000,0.1675516912,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.83416667,0.1654910311,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.86753333,0.1567101260,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.90090000,0.1748531242,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.93426667,0.1860159696,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,0.96763333,0.1764789349,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.00100000,0.1757095254,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.03436667,0.1929243663,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.06773333,0.1938043851,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.10110000,0.2031172959,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.13446667,0.2078444509,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.16783333,0.1956564989,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.20120000,0.1864096963,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.23456667,0.1862087147,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.26793333,0.1844097193,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.30130000,0.1837373946,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.33466667,0.1802659797,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.36803333,0.1676790096,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.40140000,0.1576709695,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.43476667,0.1232984708,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.46813333,0.1278604733,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.50150000,0.1035295108,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.53486667,0.0884278303,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.56823333,0.0744123989,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.60160000,0.0694037502,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.63496667,0.0622954303,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.66833333,0.0518197156,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.70170000,0.0315686843,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.73506667,-0.0059513516,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.76843333,-0.0273403639,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.80180000,-0.0444220856,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.83516667,-0.0551093370,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.86853333,-0.0534779377,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.90190000,-0.0437173786,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.93526667,-0.0496191387,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.96863333,-0.0188916689,0.10010000,2.00200000,0.10000000
