center_label,radial_vector_count,left_total,right_total,left_right_balance_min_over_max,upper_total,middle_total,lower_total,upper_lower_balance_min_over_max,sector_entropy_normalized,sector_cv,sector_max_min_ratio,empty_sector_count,valid_sector_count_min_vectors,near_ring_min_px,near_ring_max_px,near_ring_count,near_ring_fraction,radial_shell_entropy_normalized,radial_shell_coverage_fraction,radial_shell_nonzero_fraction,angular_bins,min_vectors_per_angular_bin,angular_entropy_normalized,angular_coverage_fraction,angular_nonzero_fraction,angular_cv,sphere_centered_radial_organization_index,sector_left_upper,sector_left_middle,sector_left_lower,sector_right_upper,sector_right_middle,sector_right_lower,ring_r_28_40,ring_r_40_80,ring_r_80_120,ring_r_120_160,ring_r_160_220,ring_r_220_inf,angular_a_0_30,angular_a_30_60,angular_a_60_90,angular_a_90_120,angular_a_120_150,angular_a_150_180,angular_a_180_210,angular_a_210_240,angular_a_240_270,angular_a_270_300,angular_a_300_330,angular_a_330_360
sphere_or_virtual_center,265,61,204,0.29901960784313725,79,137,49,0.620253164556962,0.8622437958162529,0.694103733515408,16.833333333333332,0,6,28,120,176,0.6641509433962264,0.7887825975624669,0.8333333333333334,1.0,12,3,0.9115341755461267,0.9166666666666666,1.0,0.6370432769470636,0.6640841270961702,19,36,6,60,101,43,16,97,63,23,22,2,29,30,23,12,13,5,9,2,20,30,45,47
