video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold
2,30.00000000,30.00000000,1.33466667,0.0076064432,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.36803333,-0.0126753074,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.40140000,0.0161406877,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.43476667,0.0098612262,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.46813333,0.0001284564,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.50150000,0.0140797002,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.53486667,-0.0112963487,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.56823333,-0.0254265220,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.60160000,-0.0364597951,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.63496667,-0.0448408795,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.66833333,-0.0589399504,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.70170000,-0.0607288508,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.73506667,-0.0777105837,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.76843333,-0.0785867225,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.80180000,-0.0695359239,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.83516667,-0.0652969920,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.86853333,-0.0831558748,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.90190000,-0.0925580281,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.93526667,-0.0970420302,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,1.96863333,-0.0852168596,0.10010000,2.00200000,0.10000000
2,30.00000000,30.00000000,2.00200000,-0.0869871179,0.10010000,2.00200000,0.10000000
