t0,t1,x,y,rx_from_center,ry_from_center,r_from_center_px,theta_deg,dx,dy,speed_px,radial_component,radiality,radial_aligned,direction_label,sector,corr
0,15,790,40,237.6500000000001,-261.25,353.1700511085277,-47.70830460695626,-5,8,9.433981132056603,-9.282355595301052,0.983927725248429,True,inward,right_upper,0.7072409391403198
0,15,210,90,-342.3499999999999,-211.25,402.28110196726857,-148.3229838913227,-1,-1,1.4142135623730951,1.3761521416063023,0.9730865112742063,True,outward,left_upper,0.6443188786506653
0,15,230,150,-322.3499999999999,-151.25,356.0703371526473,-154.86353796659552,8,1,8.06225774829855,-7.6671649254221,0.9509947665764186,True,inward,left_upper,0.6353272795677185
0,15,930,160,377.6500000000001,-141.25,403.201047865702,-20.506981370108374,1,-1,1.4142135623730951,1.28695102045676,0.9100117936199222,True,outward,right_upper,0.6175262331962585
0,15,940,170,387.6500000000001,-131.25,409.2665207416801,-18.70500110767116,1,0,1.0,0.9471822891779514,0.9471822891779514,True,outward,right_upper,0.783892035484314
0,15,940,190,387.6500000000001,-111.25,403.2977622055447,-16.012721167298825,-4,-1,4.123105625617661,-3.5689511197099613,0.8655977905429759,True,inward,right_upper,0.7857050895690918
0,15,860,330,307.6500000000001,28.75,308.9904286543518,5.338805438222022,-5,-1,5.0990195135927845,-5.071354497368283,0.9945744439395156,True,inward,right_middle,0.6701772809028625
0,15,260,390,-292.3499999999999,88.75,305.5242789043122,163.11304865609517,-4,6,7.211102550927978,5.570424733849126,0.7724789232309951,True,outward,left_middle,0.6211197376251221
0,15,840,420,287.6500000000001,118.75,311.1978229358298,22.43221027462378,6,6,8.48528137423857,7.835530393484817,0.9234261125710685,True,outward,right_lower,0.6022120118141174
0,15,500,560,-52.34999999999991,258.75,263.99258512314316,101.43762510752148,1,5,5.0990195135927845,4.702404802092949,0.9222174556417064,True,outward,left_lower,0.6925311088562012
15,30,850,60,297.6500000000001,-241.25,383.1410771504408,-39.025309848348435,4,-1,4.123105625617661,3.7371351843795715,0.9063884177887709,True,outward,right_upper,0.7211565375328064
15,30,710,370,157.6500000000001,68.75,171.98861880950153,23.561660146196807,2,0,2.0,1.833260841225974,0.916630420612987,True,outward,right_middle,0.5649877190589905
15,30,380,420,-172.3499999999999,118.75,209.2990324870136,145.43296663366996,6,-3,6.708203932499369,-6.642887850359589,0.9902632533540994,True,inward,left_lower,0.5869615077972412
15,30,390,420,-162.3499999999999,118.75,201.1444381532832,143.81660471958173,3,-2,3.605551275463989,-3.602137879884367,0.9990532944010947,True,inward,left_lower,0.621304988861084
15,30,800,420,247.6500000000001,118.75,274.649021480143,25.618061183809843,-1,0,1.0,-0.9016962764526182,0.9016962764526182,True,inward,right_lower,0.7040143609046936
15,30,840,460,287.6500000000001,158.75,328.5484515257986,28.893689869112613,-5,0,5.0,-4.37758873408376,0.8755177468167521,True,inward,right_lower,0.7174270153045654
15,30,520,490,-32.34999999999991,188.75,191.50218014424794,99.7254721973357,0,1,1.0,0.9856284657324795,0.9856284657324795,True,outward,left_lower,0.6487203240394592
15,30,550,510,-2.349999999999909,208.75,208.76322712585184,90.64497913479101,3,8,8.54400374531753,7.965722809015111,0.9323173358135124,True,outward,left_lower,0.6513591408729553
15,30,470,550,-82.34999999999991,248.75,262.02687839227485,108.31739790751374,-1,1,1.4142135623730951,1.2636108250861087,0.8935077831991157,True,outward,left_lower,0.6067518591880798
30,45,900,230,347.6500000000001,-71.25,354.87615445391657,-11.582239737802775,-8,3,8.54400374531753,-8.439423056216977,0.9877597561731094,True,inward,right_middle,0.8264031410217285
30,45,260,280,-292.3499999999999,-21.25,293.1212803601948,-175.84266169544017,-1,0,1.0,0.9973687329720751,0.9973687329720751,True,outward,left_middle,0.6564401388168335
30,45,310,280,-242.3499999999999,-21.25,243.27984914497122,-174.98894425345145,7,6,9.219544457292887,-7.497332830525975,0.8131999216724206,True,inward,left_middle,0.5614408254623413
30,45,350,330,-202.3499999999999,28.75,204.38220323697453,171.9135077657537,1,-1,1.4142135623730951,-1.1307246733809155,0.7995430842025893,True,inward,left_middle,0.6613245010375977
30,45,410,360,-142.3499999999999,58.75,153.99702919212427,157.57331922047246,4,1,4.123105625617661,-3.3159730592135044,0.8042415985199884,True,inward,left_middle,0.6249638199806213
30,45,380,410,-172.3499999999999,108.75,203.79176872484317,147.74875203957572,-8,5,9.433981132056603,9.433894273697579,0.9999907930323574,True,outward,left_lower,0.5600880980491638
30,45,380,420,-172.3499999999999,118.75,209.2990324870136,145.43296663366996,-8,1,8.06225774829855,7.15507368670191,0.8874776656963007,True,outward,left_lower,0.5719189047813416
30,45,740,440,187.6500000000001,138.75,233.37541644312074,36.47953521775571,5,1,5.0990195135927845,4.614881963210086,0.9050528147436774,True,outward,right_lower,0.720151424407959
30,45,280,460,-272.3499999999999,158.75,315.23972624020587,149.7625329987647,8,-6,10.0,-9.933075495738809,0.9933075495738809,True,inward,left_lower,0.6445615291595459
30,45,500,560,-52.34999999999991,258.75,263.99258512314316,101.43762510752148,-2,6,6.324555320336759,6.277449039816686,0.9925518430728874,True,outward,left_lower,0.6660569310188293
45,60,390,190,-162.3499999999999,-111.25,196.80976855837204,-145.57918948261363,-6,-1,6.082762530298219,5.514716103525594,0.9066137426961537,True,outward,left_upper,0.731096088886261
45,60,320,240,-232.3499999999999,-61.25,240.28750487697016,-165.23216392067923,7,0,7.0,-6.768766444317442,0.9669666349024917,True,inward,left_middle,0.5978710055351257
45,60,220,250,-332.3499999999999,-51.25,336.278285055696,-171.23375918201134,-5,2,5.385164807134504,4.636784678920761,0.8610292990063636,True,outward,left_middle,0.6481943726539612
45,60,390,300,-162.3499999999999,-1.25,162.3548120629628,-179.55886474153172,8,-3,8.54400374531753,-7.976665326665933,0.9335980606325784,True,inward,left_middle,0.8511947393417358
45,60,780,300,227.6500000000001,-1.25,227.6534317773401,-0.3146013820797354,-2,0,2.0,-1.9999698508622232,0.9999849254311116,True,inward,right_middle,0.6325815916061401
