center_offset_x,center_offset_y,radial_aligned_count,mean_radiality,mean_speed_px,inward_fraction,outward_fraction,left_right_balance_min_over_max,sector_entropy_normalized,sector_cv,empty_sector_count,near_ring_fraction,near_ring_count,angular_coverage_fraction,angular_entropy_normalized,angular_cv,radial_shell_coverage_fraction,radial_shell_entropy_normalized,sphere_centered_radial_organization_index
0,0,997,0.9153235301392036,5.266360101167315,0.5055165496489469,0.4944834503510532,0.7279029462738301,0.986165440503038,0.22689518553394633,0,0.0,0,1.0,0.9059844139988794,0.6534778931538797,0.5,0.29954585132670936,0.0
-80,0,977,0.9181263090865979,5.288713966532112,0.5015353121801432,0.4984646878198567,0.6148760330578512,0.9750214168644153,0.3020765460061211,0,0.012282497441146366,12,1.0,0.8936691774212593,0.7475097793612572,0.6666666666666666,0.31751290310457236,0.3874177049429053
80,0,986,0.9176897830917847,5.269669795236122,0.49898580121703856,0.5010141987829615,0.8533834586466166,0.9865087774917346,0.22346461145158963,0,0.03955375253549696,39,1.0,0.9078007367165698,0.608211551675408,0.8333333333333334,0.3738950441152701,0.5268778888767284
0,-60,990,0.9150265742659418,5.211592293920488,0.49797979797979797,0.502020202020202,0.7398945518453427,0.9857162780347469,0.22955753876916027,0,0.0,0,1.0,0.8906509626444427,0.6732366803681171,0.5,0.20075667514481763,0.0
0,60,987,0.9164992532439967,5.334247280901282,0.502532928064843,0.49746707193515705,0.7255244755244755,0.9846469892619405,0.239916293558543,0,0.0060790273556231,6,1.0,0.89432217140471,0.7469724680322984,0.6666666666666666,0.38624024315388555,0.35985667326215326
-80,-60,995,0.9166406062783183,5.209857931196731,0.5085427135678392,0.4914572864321608,0.6152597402597403,0.9765808571713969,0.29466438591344785,0,0.01507537688442211,15,1.0,0.8828902541491928,0.7529154297814058,0.6666666666666666,0.24733953016450977,0.40185833139128957
-80,60,977,0.917373019692197,5.273875211364964,0.4984646878198567,0.5015353121801432,0.5990180032733224,0.9757285232551244,0.3004490827327348,0,0.022517911975435005,22,1.0,0.8843816233424224,0.8349909149764607,0.6666666666666666,0.42999387839904274,0.4306761232006248
80,-60,967,0.9159881273524543,5.189221822154233,0.4891416752843847,0.5108583247156153,0.874031007751938,0.9866163626773138,0.2223467446994312,0,0.01964839710444674,19,1.0,0.8979427731948354,0.622632411680601,0.6666666666666666,0.28974327808179445,0.44751610961194166
80,60,992,0.9165933886146582,5.278384649098577,0.501008064516129,0.49899193548387094,0.8646616541353384,0.9848694396082104,0.23855160415724255,0,0.06955645161290322,69,1.0,0.8993082822938027,0.677929195622076,0.8333333333333334,0.4788802452664177,0.5802028621775507
