center_label,radial_vector_count,left_total,right_total,left_right_balance_min_over_max,upper_total,middle_total,lower_total,upper_lower_balance_min_over_max,sector_entropy_normalized,sector_cv,sector_max_min_ratio,empty_sector_count,valid_sector_count_min_vectors,near_ring_min_px,near_ring_max_px,near_ring_count,near_ring_fraction,radial_shell_entropy_normalized,radial_shell_coverage_fraction,radial_shell_nonzero_fraction,angular_bins,min_vectors_per_angular_bin,angular_entropy_normalized,angular_coverage_fraction,angular_nonzero_fraction,angular_cv,sphere_centered_radial_organization_index,sector_left_upper,sector_left_middle,sector_left_lower,sector_right_upper,sector_right_middle,sector_right_lower,ring_r_28_40,ring_r_40_80,ring_r_80_120,ring_r_120_160,ring_r_160_220,ring_r_220_inf,angular_a_0_30,angular_a_30_60,angular_a_60_90,angular_a_90_120,angular_a_120_150,angular_a_150_180,angular_a_180_210,angular_a_210_240,angular_a_240_270,angular_a_270_300,angular_a_300_330,angular_a_330_360
sphere_or_virtual_center,3131,1493,1638,0.9114774114774115,1554,784,793,0.5102960102960103,0.9618155468042048,0.37326531945776303,2.985663082437276,0,6,28,120,0,0.0,0.2847840227322613,0.5,0.5,12,3,0.9094691297558376,1.0,1.0,0.646197911154528,0.0,833,279,381,721,505,412,0,0,0,16,580,2535,507,139,45,30,176,342,277,128,540,310,165,472
