t0,t1,x,y,rx_from_center,ry_from_center,r_from_center_px,theta_deg,dx,dy,speed_px,radial_component,radiality,radial_aligned,direction_label,sector,corr
0,15,40,20,-514.8,-277.75,584.9479485390132,-151.65181094331624,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7099151611328125
0,15,50,20,-504.79999999999995,-277.75,576.1667315109403,-151.179621562511,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8070478439331055
0,15,70,20,-484.79999999999995,-277.75,558.7272165377304,-150.19088579329346,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7232986688613892
0,15,80,20,-474.79999999999995,-277.75,550.0728156344394,-149.6730851307075,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8470069169998169
0,15,90,20,-464.79999999999995,-277.75,541.4647749392383,-149.13877599106698,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7966253161430359
0,15,100,20,-454.79999999999995,-277.75,532.9053410315944,-148.58725363028674,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.6843543648719788
0,15,110,20,-444.79999999999995,-277.75,524.3968940602145,-148.01777993691582,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.775127649307251
0,15,120,20,-434.79999999999995,-277.75,515.9419565222429,-147.42958216987125,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8490198254585266
0,15,130,20,-424.79999999999995,-277.75,507.5432025946165,-146.821851741475,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8739942312240601
0,15,140,20,-414.79999999999995,-277.75,499.2034680368316,-146.1937430698573,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.9089272022247314
0,15,150,20,-404.79999999999995,-277.75,490.92576068077744,-145.54437252971465,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.9314975738525391
0,15,160,20,-394.79999999999995,-277.75,482.71327151840353,-144.87281753611202,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.9306607842445374
0,15,170,20,-384.79999999999995,-277.75,474.5693863914949,-144.178115802586,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8976536393165588
0,15,180,20,-374.79999999999995,-277.75,466.49769827942345,-143.45926482231795,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7988476753234863
0,15,220,20,-334.79999999999995,-277.75,435.0127613070678,-140.32090759041887,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.6717910766601562
0,15,230,20,-324.79999999999995,-277.75,427.36413338042297,-139.46487009215988,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7415111660957336
0,15,240,20,-314.79999999999995,-277.75,419.814366714623,-138.5778393309354,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7606152892112732
0,15,250,20,-304.79999999999995,-277.75,412.36889128546056,-137.65855016526743,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.876633882522583
0,15,260,20,-294.79999999999995,-277.75,405.0334584944804,-136.7057102910857,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7984825968742371
0,15,280,20,-274.79999999999995,-277.75,390.71742026687264,-134.69410742255042,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7102065086364746
0,15,290,20,-264.79999999999995,-277.75,383.7500521172603,-133.6326799625801,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8466973304748535
0,15,300,20,-254.79999999999995,-277.75,376.9192254316566,-132.53239125402877,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8842620253562927
0,15,310,20,-244.79999999999995,-277.75,370.2324978982801,-131.39192470497517,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8603525757789612
0,15,340,20,-214.79999999999995,-277.75,351.1183596737715,-127.7168369100455,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7284116148948669
0,15,350,20,-204.79999999999995,-277.75,345.091440780556,-126.4033461738365,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.7449747920036316
0,15,360,20,-194.79999999999995,-277.75,339.2522697050087,-125.0439047496305,0,0,0.0,-0.0,nan,False,undefined,left_upper,0.8364954590797424
