video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold
1,10.00000000,10.00000000,0.96763333,0.0164631798,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.00100000,0.0107202456,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.03436667,0.0041435731,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.06773333,0.0046664843,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.10110000,0.0060183828,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.13446667,-0.0039956378,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.16783333,0.0086675450,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.20120000,-0.0052456580,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.23456667,-0.0049269911,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.26793333,-0.0113732024,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.30130000,-0.0409865055,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.33466667,-0.0468643642,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.36803333,-0.0444962103,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.40140000,-0.0514106871,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.43476667,-0.0632348909,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.46813333,-0.0824747140,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.50150000,-0.0933015790,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.53486667,-0.0938089885,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.56823333,-0.1018510325,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.60160000,-0.0894932946,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.63496667,-0.0779074604,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.66833333,-0.0531206797,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.70170000,-0.0534821186,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.73506667,-0.0483794261,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.76843333,-0.0460089580,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.80180000,-0.0454731978,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.83516667,-0.0330905334,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.86853333,-0.0368956362,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.90190000,-0.0323129989,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.93526667,-0.0280394658,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,1.96863333,-0.0130486406,0.10010000,2.00200000,0.10000000
1,10.00000000,10.00000000,2.00200000,-0.0044672575,0.10010000,2.00200000,0.10000000
