video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold
3,60.00000000,60.00000000,0.00000000,1.0000000000,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.03336667,0.8091850621,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.06673333,0.7160614903,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.10010000,0.6597130140,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.13346667,0.6055899231,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.16683333,0.5261594750,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.20020000,0.4568937259,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.23356667,0.3847925170,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.26693333,0.3559893422,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.30030000,0.3319898117,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.33366667,0.3112073181,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.36703333,0.2961519036,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.40040000,0.2770076746,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.43376667,0.2473496422,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.46713333,0.2319725664,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.50050000,0.2412206067,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.53386667,0.2202458862,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.56723333,0.2118110446,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.60060000,0.1794119798,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.63396667,0.1743438365,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.66733333,0.1578440020,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.70070000,0.1636029565,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.73406667,0.1655639632,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.76743333,0.1609792194,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.80080000,0.1529125703,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.83416667,0.1425180623,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.86753333,0.1279897168,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.90090000,0.1129449530,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.93426667,0.1183443946,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,0.96763333,0.0961112712,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.00100000,0.0689092693,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.03436667,0.0549982160,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.06773333,0.0564740097,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.10110000,0.0412862395,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.13446667,0.0345965984,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.16783333,0.0209128991,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.20120000,0.0142670191,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.23456667,0.0462197964,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.26793333,0.0408720166,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.30130000,0.0387257384,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.33466667,0.0473659056,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.36803333,0.0673213072,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.40140000,0.0487998186,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.43476667,0.0652013484,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.46813333,0.0610817057,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.50150000,0.0582914142,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.53486667,0.0485080334,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.56823333,0.0640913814,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.60160000,0.0605111806,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.63496667,0.0727370119,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.66833333,0.0858392844,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.70170000,0.0873313380,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.73506667,0.1048421101,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.76843333,0.0679304963,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.80180000,0.0665262357,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.83516667,0.0919663876,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.86853333,0.0872245525,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.90190000,0.0563862255,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.93526667,0.0643602647,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,1.96863333,0.0586546976,0.10010000,2.00200000,0.10000000
3,60.00000000,60.00000000,2.00200000,0.0641874215,0.10010000,2.00200000,0.10000000
