run_folder,video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold,source_csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,0.86753333,0.0169904659,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,0.9009,0.0114239304,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,0.93426667,0.0112475256,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,0.96763333,0.0159711094,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.001,-0.0305733964,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.03436667,-0.0630919758,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.06773333,-0.0762440357,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.1011,-0.0879731541,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.13446667,-0.1095810934,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.16783333,-0.1117032164,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.2012,-0.1264410027,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.23456667,-0.1334405778,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.26793333,-0.1454625434,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.3013,-0.1631389753,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.33466667,-0.1871880098,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.36803333,-0.2224656714,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.4014,-0.2510030925,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.43476667,-0.2691759494,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.46813333,-0.2713499914,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.5015,-0.2730058757,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.53486667,-0.2866073917,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.56823333,-0.2902102997,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.6016,-0.3014316543,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.63496667,-0.2999395253,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.66833333,-0.2797192117,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.7017,-0.2657899676,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.73506667,-0.2584549933,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.76843333,-0.2461626373,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.8018,-0.2235024754,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.83516667,-0.1941441495,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.86853333,-0.1643826967,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.9019,-0.1580972372,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.93526667,-0.1502072034,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,1.96863333,-0.1548146886,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135415_video02_target30cm,2,30.0,30.0,2.002,-0.1586747565,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135415_video02_target30cm\center_autocorr_curve.csv
run_20260603_135531_video03_target60cm,3,60.0,60.0,0.0,1.0,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135531_video03_target60cm\center_autocorr_curve.csv
run_20260603_135531_video03_target60cm,3,60.0,60.0,0.03336667,0.7205835397,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_135531_video03_target60cm\center_autocorr_curve.csv
