run_folder,video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold,source_csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.36703333,0.5739873422,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.4004,0.5625319974,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.43376667,0.5535061061,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.46713333,0.5450962627,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.5005,0.5311523905,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.53386667,0.5083918603,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.56723333,0.5014556521,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.6006,0.470465412,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.63396667,0.4374660038,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.66733333,0.4198930705,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
